Population Locus A B
Pop2 locus_2109  29   3 
Pop2 locus_2110   2  30 
Pop2 locus_2111  27   5 
Pop2 locus_2112   4  28 
Pop2 locus_2113   4  24 
Pop2 locus_2114   3  29 
Pop2 locus_2115  25   7 
Pop2 locus_2116   7  21 
Pop2 locus_2117  26   2 
Pop2 locus_2118   7  21 
Pop2 locus_2119  26   2 
Pop2 locus_2120   4  22 
Pop2 locus_2121  28   4 
Pop2 locus_2122   3  29 
Pop2 locus_2123   6  24 
Pop2 locus_2124  29   3 
Pop2 locus_2125  24   6 
Pop2 locus_2126   7  23 
Pop2 locus_2127  13  17 
Pop2 locus_2128   2  28 
Pop2 locus_2129  28   2 
Pop2 locus_2130   5  25 
Pop2 locus_2131   4  28 
Pop2 locus_2132  30   2 
Pop2 locus_2133   4  28 
Pop2 locus_2134  22   8 
Pop2 locus_2135  22   8 
Pop2 locus_2136  25   5 
Pop2 locus_2137  11  19 
Pop2 locus_2138  28   4 
Pop2 locus_2139   8  22 
Pop2 locus_2140   8  22 
Pop2 locus_2141  30   2 
Pop2 locus_2142  30   2 
Pop2 locus_2143  23   9 
Pop2 locus_2144  27   3 
Pop2 locus_2145   3  29 
Pop2 locus_2146  24   8 
Pop2 locus_2147   4  28 
Pop2 locus_2148  25   7 
Pop2 locus_2149   3  29 
Pop2 locus_2150  28   2 
Pop2 locus_2151  28   2 
Pop2 locus_2152  30   2 
Pop2 locus_2153   4  28 
Pop2 locus_2154  10  20 
Pop2 locus_2155  28   4 
Pop2 locus_2156  25   7 
Pop2 locus_2157  25   7 
Pop2 locus_2158  30   2 
Pop2 locus_2159   5  27 
Pop2 locus_2160   8  24 
Pop2 locus_2161   2  30 
Pop2 locus_2162  16  16 
Pop2 locus_2163  28   4 
Pop2 locus_2164  28   4 
Pop2 locus_2165  27   3 
Pop2 locus_2166  28   2 
Pop2 locus_2167  24   8 
Pop2 locus_2168  26   4 
Pop2 locus_2169  28   2 
Pop2 locus_2170  20  12 
Pop2 locus_2171   2  24 
Pop2 locus_2172   2  24 
Pop2 locus_2173   6  24 
Pop2 locus_2174   3  29 
Pop2 locus_2175  10  20 
Pop2 locus_2176  23   9 
Pop2 locus_2177   8  20 
Pop2 locus_2178  16  16 
Pop2 locus_2179  29   3 
Pop2 locus_2180  24   8 
Pop2 locus_2181  17  15 
Pop2 locus_2182   4  28 
Pop2 locus_2183  24   8 
Pop2 locus_2184   9  21 
Pop2 locus_2185  28   2 
Pop2 locus_2186  26   6 
Pop2 locus_2187   6  26 
Pop2 locus_2188   6  22 
Pop2 locus_2189  22   6 
Pop2 locus_2190  28   4 
Pop2 locus_2191   3  23 
Pop2 locus_2192  22   4 
Pop2 locus_2193  10  20 
Pop2 locus_2194   7  25 
Pop2 locus_2195  14  16 
Pop2 locus_2196  22   8 
Pop2 locus_2197  16  16 
Pop2 locus_2198   4  26 
Pop2 locus_2199   2  28 
Pop2 locus_2200  27   3 
Pop2 locus_2201   2  28 
Pop2 locus_2202  19   9 
Pop2 locus_2203  22   6 
Pop2 locus_2204  23   7 
Pop2 locus_2205  25   5 
Pop2 locus_2206   8  22 
Pop2 locus_2207   4  28 
Pop2 locus_2208  15  17 
Pop2 locus_2209   3  29 
Pop2 locus_2210  29   3 
Pop2 locus_2211   4  28 
Pop2 locus_2212   9  23 
Pop2 locus_2213   2  30 
Pop2 locus_2214  30   2 
Pop2 locus_2215  30   2 
Pop2 locus_2216  30   2 
Pop2 locus_2217  28   4 
Pop2 locus_2218   2  30 
Pop2 locus_2219  23   7 
Pop2 locus_2220  10  22 
Pop2 locus_2221  12  14 
Pop2 locus_2222   2  30 
Pop2 locus_2223  26   6 
Pop2 locus_2224   9  21 
Pop2 locus_2225  28   4 
Pop2 locus_2226  29   3 
Pop2 locus_2227  28   4 
Pop2 locus_2228  21   5 
Pop2 locus_2229  12  14 
Pop2 locus_2230  17  15 
Pop2 locus_2231   8  24 
Pop2 locus_2232  27   5 
Pop2 locus_2233   3  29 
Pop2 locus_2234   6  26 
Pop2 locus_2235  15  17 
Pop2 locus_2236   4  24 
Pop2 locus_2237   4  28 
Pop2 locus_2238  24   6 
Pop2 locus_2239  13  17 
Pop2 locus_2240  17  13 
Pop2 locus_2241   5  27 
Pop2 locus_2242   7  23 
Pop2 locus_2243  29   3 
Pop2 locus_2244  29   3 
Pop2 locus_2245   2  28 
Pop2 locus_2246  28   2 
Pop2 locus_2247  25   3 
Pop2 locus_2248   8  22 
Pop2 locus_2249  23   5 
Pop2 locus_2250   4  22 
Pop2 locus_2251  22   4 
Pop2 locus_2252   3  23 
Pop2 locus_2253  29   3 
Pop2 locus_2254   4  28 
Pop2 locus_2255  28   4 
Pop2 locus_2256  30   2 
Pop2 locus_2257   8  18 
Pop2 locus_2258   2  26 
Pop2 locus_2259  22  10 
Pop2 locus_2260   8  24 
Pop2 locus_2261   6  24 
Pop2 locus_2262  21   9 
Pop2 locus_2263   2  28 
Pop2 locus_2264  19   9 
Pop2 locus_2265   3  29 
Pop2 locus_2266   3  29 
Pop2 locus_2267   6  26 
Pop2 locus_2268  26   6 
Pop2 locus_2269  28   2 
Pop2 locus_2270  21   5 
Pop2 locus_2271  15  11 
Pop2 locus_2272   9  19 
Pop2 locus_2273   6  24 
Pop2 locus_2274   2  30 
Pop2 locus_2275  30   2 
Pop2 locus_2276  30   2 
Pop2 locus_2277  23   9 
Pop2 locus_2278  21   7 
Pop2 locus_2279  22   4 
Pop2 locus_2280  22   4 
Pop2 locus_2281  29   3 
Pop2 locus_2282  24   6 
Pop2 locus_2283  30   2 
Pop2 locus_2284   3  25 
Pop2 locus_2285   2  26 
Pop2 locus_2286  24   4 
Pop2 locus_2287   2  26 
Pop2 locus_2288  26   2 
Pop2 locus_2289   2  26 
Pop2 locus_2290  25   7 
Pop2 locus_2291   5  27 
Pop2 locus_2292  21   9 
Pop2 locus_2293   2  30 
Pop2 locus_2294   3  29 
Pop2 locus_2295  25   3 
Pop2 locus_2296   3  25 
Pop2 locus_2297  16  16 
Pop2 locus_2298  23   5 
Pop2 locus_2299   2  26 
Pop2 locus_2300  30   2 
Pop2 locus_2301  26   2 
Pop2 locus_2302  25   3 
Pop2 locus_2303   4  24 
Pop2 locus_2304   5  27 
Pop2 locus_2305  29   3 
Pop2 locus_2306  30   2 
Pop2 locus_2307   3  29 
Pop2 locus_2308   4  28 
Pop2 locus_2309  17  15 
Pop2 locus_2310   9  23 
Pop2 locus_2311   8  24 
Pop2 locus_2312   4  24 
Pop2 locus_2313  19   9 
Pop2 locus_2314  27   5 
Pop2 locus_2315  25   7 
Pop2 locus_2316   4  24 
Pop2 locus_2317  12  16 
Pop2 locus_2318   4  24 
Pop2 locus_2319  29   3 
Pop2 locus_2320  28   4 
Pop2 locus_2321   6  26 
Pop2 locus_2322  30   2 
Pop2 locus_2323   8  22 
Pop2 locus_2324   8  22 
Pop2 locus_2325   7  25 
Pop2 locus_2326   5  27 
Pop2 locus_2327  27   5 
Pop2 locus_2328   7  23 
Pop2 locus_2329   6  26 
Pop2 locus_2330   5  27 
Pop2 locus_2331  23   3 
Pop2 locus_2332  30   2 
Pop2 locus_2333  25   5 
Pop2 locus_2334  16  12 
Pop2 locus_2335   6  24 
Pop2 locus_2336  26   2 
Pop2 locus_2337  19   9 
Pop2 locus_2338  27   3 
Pop2 locus_2339  27   3 
Pop2 locus_2340  27   3 
Pop2 locus_2341   2  28 
Pop2 locus_2342  17  13 
Pop2 locus_2343  13  19 
Pop2 locus_2344  25   7 
Pop2 locus_2345   7  23 
Pop2 locus_2346   3  27 
Pop2 locus_2347   2  26 
Pop2 locus_2348  28   2 
Pop2 locus_2349   2  24 
Pop2 locus_2350   2  28 
Pop2 locus_2351   5  25 
Pop2 locus_2352  25   7 
Pop2 locus_2353   2  30 
Pop2 locus_2354  28   4 
Pop2 locus_2355   3  29 
Pop2 locus_2356  17  15 
Pop2 locus_2357   5  27 
Pop2 locus_2358   8  24 
Pop2 locus_2359  13  19 
Pop2 locus_2360  13  19 
Pop2 locus_2361  17  15 
Pop2 locus_2362   8  24 
Pop2 locus_2363  26   6 
Pop2 locus_2364  15  17 
Pop2 locus_2365  23   9 
Pop2 locus_2366  13  15 
Pop2 locus_2367   5  23 
Pop2 locus_2368  17  11 
Pop2 locus_2369  26   2 
Pop2 locus_2370  18  10 
Pop2 locus_2371  26   2 
Pop2 locus_2372  30   2 
Pop2 locus_2373  29   3 
Pop2 locus_2374  11  19 
Pop2 locus_2375   4  28 
Pop2 locus_2376  10  20 
Pop2 locus_2377  10  20 
Pop2 locus_2378  30   2 
Pop2 locus_2379  24   2 
Pop2 locus_2380  24   2 
Pop2 locus_2381   2  28 
Pop2 locus_2382  28   2 
Pop2 locus_2383  28   2 
Pop2 locus_2384   4  28 
Pop2 locus_2385  30   2 
Pop2 locus_2386  25   7 
Pop2 locus_2387   2  30 

